"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"5850","Male",0,"Yes","No",63,"Two year","Yes","Bank transfer (automatic)",19.95,1234.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5851","Male",1,"No","No",20,"Month-to-month","No","Credit card (automatic)",71.3,1389.2,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"5852","Female",1,"No","No",35,"One year","Yes","Bank transfer (automatic)",110.8,3836.3,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"5853","Male",1,"Yes","No",21,"Month-to-month","Yes","Electronic check",69.1,1474.75,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"5854","Male",0,"Yes","No",62,"One year","No","Electronic check",96.1,6001.45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes",0
"5855","Female",0,"No","No",15,"Month-to-month","Yes","Mailed check",48.8,720.1,"Yes","Yes","DSL","No","No","No","No","No","No",0
"5856","Female",0,"No","No",55,"Month-to-month","Yes","Credit card (automatic)",50.55,2832.75,"Yes","No","DSL","Yes","No","No","No","No","No",0
"5857","Female",0,"No","No",11,"Month-to-month","Yes","Mailed check",44.65,472.25,"Yes","No","DSL","No","No","No","No","No","No",0
"5858","Female",0,"Yes","Yes",17,"Month-to-month","No","Electronic check",88.25,1460.65,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No",1
"5859","Female",0,"No","No",61,"One year","No","Bank transfer (automatic)",19.45,1336.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5860","Female",0,"Yes","No",71,"Two year","No","Credit card (automatic)",89.3,6388.65,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"5861","Female",0,"No","No",2,"Month-to-month","No","Bank transfer (automatic)",70,153.05,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"5862","Male",0,"No","No",35,"Two year","No","Mailed check",19.25,677.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5863","Female",0,"No","No",17,"Month-to-month","No","Bank transfer (automatic)",70.5,1165.6,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"5864","Female",0,"No","No",21,"Month-to-month","Yes","Electronic check",97.35,2119.5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"5865","Female",0,"Yes","No",47,"Two year","No","Bank transfer (automatic)",19.65,921.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5866","Female",0,"Yes","No",3,"Month-to-month","No","Mailed check",20.85,72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5867","Male",0,"No","No",3,"Month-to-month","Yes","Mailed check",19.65,68.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5868","Male",1,"Yes","No",44,"Two year","Yes","Credit card (automatic)",19.35,847.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5869","Female",0,"No","No",1,"Month-to-month","Yes","Mailed check",44,44,"Yes","No","DSL","No","No","No","No","No","No",0
"5870","Female",0,"Yes","Yes",44,"One year","No","Electronic check",94.4,4295.35,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes",0
"5871","Male",0,"Yes","Yes",5,"Month-to-month","Yes","Bank transfer (automatic)",25.9,135,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"5872","Male",0,"No","No",24,"Month-to-month","Yes","Bank transfer (automatic)",55.65,1400.55,"Yes","Yes","DSL","Yes","No","No","No","No","No",1
"5873","Female",0,"No","Yes",1,"Month-to-month","Yes","Electronic check",69.65,69.65,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"5874","Female",0,"No","No",18,"Month-to-month","Yes","Electronic check",75.4,1380.4,"Yes","No","Fiber optic","Yes","No","No","No","No","No",0
"5875","Female",0,"No","No",10,"Month-to-month","Yes","Electronic check",100.6,1060.2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"5876","Female",0,"Yes","No",65,"Two year","No","Bank transfer (automatic)",71,4386.2,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes",0
"5877","Female",1,"No","No",1,"Month-to-month","Yes","Electronic check",86,86,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes",1
"5878","Female",0,"No","No",53,"One year","Yes","Credit card (automatic)",106.95,5785.5,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",1
"5879","Male",0,"No","No",3,"One year","No","Mailed check",21.2,52.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5880","Male",0,"Yes","No",33,"Two year","Yes","Mailed check",61.05,2018.4,"Yes","No","DSL","Yes","Yes","No","Yes","No","No",0
"5881","Male",0,"No","No",3,"Month-to-month","Yes","Electronic check",29.6,79.45,"No","No phone service","DSL","No","Yes","No","No","No","No",1
"5882","Female",0,"No","No",34,"One year","Yes","Bank transfer (automatic)",79.95,2727.3,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"5883","Female",0,"Yes","Yes",14,"Two year","Yes","Mailed check",19.7,263.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5884","Female",0,"No","No",13,"Month-to-month","Yes","Mailed check",20.3,275.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5885","Male",1,"Yes","No",46,"One year","Yes","Bank transfer (automatic)",59.9,2816.65,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes",1
"5886","Male",0,"Yes","Yes",23,"One year","No","Mailed check",24.35,538.5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5887","Female",0,"Yes","Yes",47,"Two year","No","Mailed check",19.75,948.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5888","Male",0,"No","Yes",17,"Month-to-month","Yes","Mailed check",50.3,846.8,"Yes","No","DSL","Yes","No","No","No","No","No",0
"5889","Female",0,"Yes","Yes",49,"Month-to-month","Yes","Electronic check",95.6,4783.5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"5890","Male",1,"Yes","No",59,"Month-to-month","Yes","Electronic check",50.25,2997.45,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes",0
"5891","Female",0,"No","No",69,"Two year","Yes","Credit card (automatic)",85.35,5897.4,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"5892","Male",0,"No","No",11,"One year","Yes","Electronic check",41.6,470.6,"No","No phone service","DSL","No","No","Yes","No","Yes","No",1
"5893","Male",0,"No","No",10,"Month-to-month","Yes","Mailed check",51.65,524.5,"Yes","No","DSL","Yes","No","No","No","No","No",0
"5894","Male",0,"Yes","Yes",12,"Two year","Yes","Bank transfer (automatic)",24,269.65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5895","Male",0,"No","No",45,"Month-to-month","Yes","Credit card (automatic)",100.85,4740,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes",1
"5896","Female",0,"Yes","Yes",39,"Month-to-month","Yes","Mailed check",59.85,2341.5,"Yes","No","DSL","No","No","Yes","No","Yes","No",0
"5897","Male",1,"Yes","No",71,"Two year","No","Credit card (automatic)",25.45,1789.65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5898","Male",0,"Yes","Yes",71,"Two year","No","Credit card (automatic)",23.9,1626.4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5899","Female",0,"Yes","Yes",33,"One year","No","Credit card (automatic)",24.15,800.3,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5900","Male",1,"No","No",67,"Month-to-month","Yes","Mailed check",75.7,5060.85,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"5901","Male",0,"Yes","Yes",37,"Month-to-month","No","Bank transfer (automatic)",40.2,1448.8,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No",1
"5902","Male",0,"Yes","Yes",49,"Month-to-month","No","Electronic check",84.5,4254.85,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No",1
"5903","Female",0,"Yes","No",9,"Month-to-month","No","Mailed check",50.85,466.6,"Yes","No","DSL","No","Yes","No","No","No","No",0
"5904","Male",0,"Yes","No",52,"Two year","Yes","Credit card (automatic)",91.6,4627.8,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No",0
"5905","Female",0,"No","No",70,"One year","No","Electronic check",98.9,6838.6,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes",0
"5906","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",85,85,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes",0
"5907","Female",1,"No","No",14,"Month-to-month","Yes","Electronic check",78.95,1101.85,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",1
"5908","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",44.3,44.3,"Yes","No","DSL","No","No","No","No","No","No",0
"5909","Male",0,"No","No",1,"Month-to-month","No","Mailed check",20.2,20.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"5910","Female",0,"No","No",52,"One year","Yes","Mailed check",80.2,4297.6,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",0
"5911","Male",0,"No","No",6,"Month-to-month","No","Mailed check",60.9,414.1,"Yes","No","DSL","No","No","Yes","No","Yes","No",0
"5912","Male",0,"Yes","No",7,"Month-to-month","No","Mailed check",34.2,256.6,"No","No phone service","DSL","Yes","Yes","No","No","No","No",0
"5913","Female",1,"No","No",47,"Month-to-month","Yes","Bank transfer (automatic)",85.2,3969.35,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No",1
"5914","Female",0,"No","No",26,"One year","Yes","Credit card (automatic)",87.15,2274.1,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No",0
"5915","Male",0,"Yes","Yes",25,"Month-to-month","No","Electronic check",54.3,1296.8,"Yes","No","DSL","Yes","No","No","Yes","No","No",0
"5916","Male",0,"No","No",69,"Two year","Yes","Mailed check",19.1,1268.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5917","Female",0,"No","No",72,"Two year","Yes","Credit card (automatic)",112.75,8192.6,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"5918","Male",0,"No","No",4,"Month-to-month","Yes","Mailed check",19.95,59.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5919","Male",0,"Yes","Yes",59,"Two year","No","Mailed check",19.5,1147.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5920","Male",0,"No","No",67,"Two year","No","Bank transfer (automatic)",65.55,4361.55,"Yes","No","DSL","Yes","No","Yes","No","No","Yes",0
"5921","Female",1,"No","No",26,"Month-to-month","Yes","Electronic check",78.8,2006.1,"Yes","No","Fiber optic","No","No","No","No","No","Yes",0
"5922","Female",0,"No","No",27,"One year","No","Mailed check",78.2,2078.95,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"5923","Male",0,"Yes","Yes",72,"Two year","No","Bank transfer (automatic)",105.25,7609.75,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"5924","Female",0,"No","No",6,"Month-to-month","Yes","Electronic check",89.25,487.05,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes",0
"5925","Male",0,"Yes","Yes",62,"Two year","No","Credit card (automatic)",20.65,1218.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5926","Male",0,"No","No",20,"One year","Yes","Electronic check",68.7,1416.2,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No",0
"5927","Male",0,"No","No",6,"Month-to-month","No","Credit card (automatic)",78.65,483.3,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"5928","Male",0,"No","No",51,"Two year","No","Mailed check",24.75,1234.6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5929","Female",0,"Yes","Yes",61,"Two year","No","Credit card (automatic)",19.75,1311.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5930","Male",1,"Yes","No",62,"Month-to-month","Yes","Electronic check",89.1,5618.3,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No",0
"5931","Female",0,"No","No",72,"Two year","Yes","Bank transfer (automatic)",84.7,6185.15,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No",0
"5932","Male",1,"Yes","No",13,"Month-to-month","Yes","Electronic check",98,1237.85,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"5933","Male",0,"Yes","No",5,"Month-to-month","Yes","Electronic check",94.45,498.1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",1
"5934","Male",1,"No","No",3,"Month-to-month","Yes","Electronic check",105,294.45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"5935","Female",1,"Yes","No",26,"Month-to-month","Yes","Electronic check",93.85,2381.55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes",1
"5936","Male",1,"No","No",13,"Month-to-month","Yes","Electronic check",59.9,788.35,"Yes","No","DSL","No","Yes","No","No","Yes","No",0
"5937","Female",0,"Yes","Yes",38,"Two year","Yes","Mailed check",19.95,756.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5938","Female",1,"Yes","No",8,"Month-to-month","Yes","Electronic check",84,613.4,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"5939","Male",1,"Yes","Yes",34,"Month-to-month","Yes","Electronic check",108.9,3625.2,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"5940","Male",0,"No","No",18,"Month-to-month","No","Mailed check",33.6,550.35,"No","No phone service","DSL","Yes","No","Yes","No","No","No",0
"5941","Male",0,"Yes","Yes",56,"One year","Yes","Mailed check",85.85,4793.8,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No",0
"5942","Female",0,"No","No",36,"Month-to-month","Yes","Bank transfer (automatic)",34.85,1267.2,"No","No phone service","DSL","No","Yes","No","Yes","No","No",0
"5943","Female",0,"Yes","No",9,"Month-to-month","Yes","Electronic check",48.75,442.2,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes",1
"5944","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",84.85,84.85,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No",1
"5945","Male",0,"No","No",12,"Month-to-month","No","Mailed check",56.65,654.85,"Yes","No","DSL","Yes","No","No","Yes","No","No",1
"5946","Female",1,"Yes","Yes",57,"Month-to-month","Yes","Credit card (automatic)",95.3,5567.45,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No",0
"5947","Female",0,"No","No",42,"One year","No","Credit card (automatic)",73.9,3160.55,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes",1
"5948","Female",0,"Yes","Yes",33,"Two year","Yes","Mailed check",24.5,740.3,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"5949","Male",0,"Yes","No",70,"Two year","No","Bank transfer (automatic)",84.6,5706.2,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No",0
"5950","Female",0,"No","No",68,"Month-to-month","No","Electronic check",44.95,3085.35,"No","No phone service","DSL","No","Yes","No","Yes","No","Yes",0
"5951","Male",0,"No","Yes",1,"Month-to-month","Yes","Electronic check",24.7,24.7,"No","No phone service","DSL","No","No","No","No","No","No",0
"5952","Female",0,"No","No",37,"Month-to-month","No","Credit card (automatic)",100.3,3541.4,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes",0
"5953","Female",0,"No","Yes",4,"Month-to-month","Yes","Mailed check",25.45,84.2,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5954","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",50.7,50.7,"Yes","No","DSL","Yes","No","No","No","No","No",0
"5955","Male",0,"No","No",20,"Month-to-month","Yes","Credit card (automatic)",55,1165.55,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No",0
"5956","Male",0,"Yes","Yes",72,"Two year","No","Bank transfer (automatic)",68.4,4855.35,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No",0
"5957","Female",0,"No","No",31,"Month-to-month","Yes","Electronic check",89.9,2806.9,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes",1
"5958","Male",1,"Yes","No",18,"Month-to-month","No","Electronic check",78.55,1422.65,"Yes","No","Fiber optic","No","No","No","No","No","Yes",1
"5959","Male",0,"Yes","No",11,"Month-to-month","Yes","Bank transfer (automatic)",55.05,608.15,"Yes","No","DSL","No","No","No","No","Yes","No",0
"5960","Female",0,"Yes","Yes",33,"Two year","No","Credit card (automatic)",19.8,641.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5961","Female",1,"No","No",62,"One year","No","Electronic check",84.45,4959.15,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No",0
"5962","Female",0,"No","No",1,"Month-to-month","No","Mailed check",35.9,35.9,"No","No phone service","DSL","No","No","Yes","Yes","No","No",0
"5963","Male",0,"Yes","No",16,"Month-to-month","No","Bank transfer (automatic)",80.75,1321.3,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No",0
"5964","Male",0,"Yes","Yes",22,"One year","Yes","Mailed check",78.65,1663.75,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes",0
"5965","Female",0,"Yes","Yes",49,"Month-to-month","No","Bank transfer (automatic)",61.75,3024.15,"Yes","No","DSL","Yes","No","Yes","Yes","No","No",0
"5966","Male",0,"Yes","Yes",36,"One year","Yes","Credit card (automatic)",63.7,2188.5,"Yes","No","DSL","Yes","No","Yes","No","No","Yes",0
"5967","Male",0,"Yes","No",42,"Month-to-month","Yes","Electronic check",99.45,4138.05,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes",1
"5968","Male",1,"No","No",4,"Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,"No","No phone service","DSL","No","No","No","No","No","No",1
"5969","Female",0,"No","No",12,"One year","No","Mailed check",74.05,872.65,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes",1
"5970","Female",0,"No","No",31,"Month-to-month","No","Electronic check",87.6,2724.25,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No",0
"5971","Male",0,"Yes","No",5,"Month-to-month","Yes","Electronic check",89.15,413.25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes",0
"5972","Male",0,"Yes","Yes",66,"Two year","No","Credit card (automatic)",20,1374.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5973","Female",1,"No","No",15,"Month-to-month","No","Credit card (automatic)",55,757.1,"Yes","Yes","DSL","No","No","No","Yes","No","No",1
"5974","Male",0,"No","No",64,"Two year","Yes","Bank transfer (automatic)",104.4,6692.65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"5975","Male",0,"Yes","Yes",10,"Month-to-month","Yes","Credit card (automatic)",20.05,218.5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5976","Male",0,"Yes","Yes",7,"Month-to-month","Yes","Electronic check",89.75,608.8,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No",1
"5977","Male",0,"No","No",29,"Month-to-month","No","Electronic check",34.3,1004.75,"No","No phone service","DSL","No","Yes","No","Yes","No","No",0
"5978","Male",0,"No","No",57,"Two year","No","Bank transfer (automatic)",20.65,1125.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5979","Female",0,"No","No",46,"Month-to-month","No","Mailed check",84.25,3847.6,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No",0
"5980","Male",0,"No","No",53,"Two year","No","Bank transfer (automatic)",19.65,978,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5981","Female",0,"No","No",17,"One year","No","Credit card (automatic)",79.85,1387.35,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes",0
"5982","Female",0,"Yes","Yes",38,"Two year","Yes","Mailed check",20.2,746.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5983","Male",0,"No","No",15,"One year","No","Mailed check",19.8,304.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5984","Female",0,"No","No",22,"Month-to-month","Yes","Electronic check",50.35,1098.85,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes",0
"5985","Male",0,"Yes","No",14,"Month-to-month","Yes","Electronic check",85.15,1139.2,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"5986","Female",0,"Yes","No",57,"One year","No","Bank transfer (automatic)",74.6,4368.95,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No",0
"5987","Male",1,"No","No",11,"Month-to-month","Yes","Credit card (automatic)",79.15,827.7,"Yes","No","Fiber optic","No","No","No","No","No","Yes",0
"5988","Female",0,"Yes","Yes",1,"Two year","No","Mailed check",20.35,20.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5989","Male",0,"Yes","Yes",12,"Two year","No","Bank transfer (automatic)",21.05,262.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5990","Male",1,"Yes","No",3,"Month-to-month","Yes","Electronic check",94.6,279.55,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"5991","Male",0,"No","Yes",36,"Month-to-month","Yes","Electronic check",94.7,3512.5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes",0
"5992","Male",0,"No","No",16,"Month-to-month","Yes","Electronic check",94.25,1483.25,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes",1
"5993","Male",0,"Yes","Yes",65,"One year","No","Credit card (automatic)",72.45,4653.85,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes",1
"5994","Male",0,"No","No",2,"Month-to-month","No","Electronic check",74.95,151.75,"Yes","No","Fiber optic","No","Yes","No","No","No","No",0
"5995","Female",0,"No","No",42,"Month-to-month","Yes","Electronic check",105.2,4400.75,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",1
"5996","Male",0,"Yes","Yes",72,"Two year","No","Bank transfer (automatic)",111.95,8033.1,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"5997","Male",0,"No","No",62,"Two year","No","Bank transfer (automatic)",19.85,1253.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"5998","Female",0,"No","No",6,"Month-to-month","Yes","Electronic check",89.75,552.65,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No",0
"5999","Male",0,"Yes","No",48,"Two year","Yes","Mailed check",20.05,1036,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6000","Male",0,"No","No",35,"Two year","Yes","Electronic check",108.95,4025.5,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",0
"6001","Male",0,"No","Yes",52,"One year","No","Credit card (automatic)",19.65,928.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6002","Female",0,"No","No",1,"Month-to-month","Yes","Mailed check",24.9,24.9,"No","No phone service","DSL","No","No","No","No","No","No",0
"6003","Male",0,"Yes","No",6,"Month-to-month","Yes","Electronic check",82.85,460.25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No",1
"6004","Female",0,"Yes","No",71,"Two year","No","Credit card (automatic)",93.2,6506.15,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"6005","Female",0,"Yes","Yes",67,"One year","No","Bank transfer (automatic)",84.8,5598.3,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No",0
"6006","Male",1,"No","No",60,"One year","Yes","Electronic check",71.75,4374.55,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes",0
"6007","Male",0,"Yes","Yes",23,"Month-to-month","Yes","Bank transfer (automatic)",30.35,678.75,"No","No phone service","DSL","No","No","No","Yes","No","No",0
"6008","Male",0,"No","Yes",39,"One year","No","Bank transfer (automatic)",54.85,2191.7,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes",0
"6009","Male",0,"Yes","Yes",15,"One year","Yes","Mailed check",19.5,239.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6010","Male",1,"Yes","No",53,"Month-to-month","Yes","Electronic check",103.85,5485.5,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"6011","Male",0,"Yes","Yes",24,"Two year","No","Mailed check",24.2,609.05,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6012","Female",0,"Yes","Yes",37,"Month-to-month","No","Electronic check",19.35,683.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6013","Female",0,"Yes","Yes",5,"Month-to-month","Yes","Electronic check",83.6,404.2,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes",1
"6014","Female",1,"Yes","No",50,"One year","Yes","Electronic check",100.65,5189.75,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes",0
"6015","Female",0,"No","No",54,"One year","Yes","Credit card (automatic)",94.1,5060.9,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",0
"6016","Female",0,"No","No",3,"Month-to-month","Yes","Electronic check",74.55,233.65,"Yes","No","Fiber optic","Yes","No","No","No","No","No",0
"6017","Male",0,"No","No",68,"One year","No","Electronic check",108.45,7176.55,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",1
"6018","Male",0,"No","No",5,"Month-to-month","No","Electronic check",56.15,291.45,"Yes","No","DSL","No","No","Yes","Yes","No","No",0
"6019","Male",0,"No","No",33,"Two year","No","Mailed check",20.35,689.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6020","Female",0,"No","No",41,"One year","Yes","Electronic check",80.55,3263.9,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes",0
"6021","Female",0,"Yes","Yes",34,"One year","No","Mailed check",61.25,1993.2,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"6022","Female",0,"Yes","Yes",13,"Month-to-month","Yes","Mailed check",20.45,254.5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6023","Female",0,"No","No",20,"Month-to-month","Yes","Credit card (automatic)",18.9,347.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6024","Female",1,"No","No",51,"Two year","No","Credit card (automatic)",19.6,967.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6025","Female",0,"Yes","No",3,"Month-to-month","Yes","Credit card (automatic)",91.5,242.95,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes",1
